BASIC5000_0001 みずをまれしあからかわなくてはならないのです
BASIC5000_3836 ちゅうぞうこうていにおいてふんじんのでないこうあつかながたちゅうぞうのどうにゅうやじゅうりょうぶつをあつかうさぎょうのきかいかによるひろうけいげんなどはそのいちれいである
BASIC5000_3837 ほんさくひんはじかんのながれがことなるべっせかいのそんざいやみらいのせかいじかんいどうそれらによるぱられるなれきしるぷぱらどっくすなどふくざつなじかんじくをもっている
BASIC5000_3838 さいたんじかんでまんてんおよびゆうしょうをかくとくしたさくひん
BASIC5000_3839 すけあどるのしたにつきけんしゅうにつとむしむもことあるごとにこしをぬかすくせがありせんりょくにはほどとおい
BASIC5000_3840 きそかていがっこうとようちえんはろんどるふとりゅでぃんぐすはうぜんちくにある
BASIC5000_3841 しょみんのかんかくにへりがなくはでにざいさんをついやしかじののぎゃんぶるでおくたんいのそんがいをだしてもまったくきにしない
BASIC5000_3842 あにめはんではぶかはひだりうでにびむじゅうをそうびしている
BASIC5000_3843 おなじみためのめんこうしょちょうとはけつえんかんけいはない
BASIC5000_3844 これはまたどうしたことかたしかなてごたえでこんとうしたにょうぼうがぶなんなすがたで
BASIC5000_3845 またしたましいのかけらでいちじてきにたましいがふっかつしめいかやうんもにおそいかかったがいぬやしゃにげきたいされた
BASIC5000_3846 このようにうちゅうはあいのしはいとあらそいのしはいとがけいきこうたいするどうてきはんぷくのばである
BASIC5000_3847 このことはげんせりやくてきなしんこうけいたいであったことをものがたっている
BASIC5000_3848 こんごうりきさむらいのごときするどいがんこうがとれどまく
BASIC5000_3849 ほうれいにきていされていないしょくしゅはかくがっこうのせっちしゃかくがっこうがどくじにもうけるかまたはじむしょくいんぎじゅつしょくいんのしょっかいとしていちづけられる
BASIC5000_3850 ふつうのにんげんがこのこうせんをあびるとうさみみかめんへのいぞんどがたかまりけんこうをそこねるおそれがあるのでようちゅういとされている
BASIC5000_3851 またごりゅうかにりんやろそんしやくのようなかるぼにるもとをちおかるぼにるもとにへんかんするしやくをきょうぞんさせるとちおふぇんがえられる
BASIC5000_3852 きほんてきにからだのかくぱつはしゅかえかのうでさまざまなおぷしょんぱつをつけたりとかなりたかいかくちょうせいやたいおうどをほこる
BASIC5000_3853 なおひきずらずにちいさくちょうやくするようなかたちでつえのいちまであしをもっていくものをこぶりほこうまつばづえのさきをしてんとしてつえよりさらにぜんぽうにちゃくちするものをだいふりほこうとする
BASIC5000_3854 とうじはのうりょくのひくいものはうまれることすらゆるされずこのなまみやこにてうまれるありつばさにんをせんべつしていた
BASIC5000_3855 ものがたりぼうとうからさいしゅうばんまでしゃあのあいきとしてかつやく
BASIC5000_3856 いくつかのちいきではしないしくにあたいするとしがなくきそじちたいがちょうそんだった
BASIC5000_3857 みなみのひさしのさくこのみなみのだいいちのまにわたりどのとはんはしがありとうはなどののひたいのまにたっする
BASIC5000_3858 しんだんがくではおうだんはひとつのちょうこうとしてとらえられている
BASIC5000_3859 みずからもふぐうなかんきょうにおかれていたためこんきゅうしたせいかつやじんせいのていねんじゃくしゃやびょうきへのくるしみなどどくとくのりんりかんであわれみかなしみをえいったくがおおいのがとくしょくである
BASIC5000_3860 せいさくねんだいはかまくらじだいとすいていされしゅうへんのちのかまくらぶっきょうぶんかをしょうちょうするれきししりょうとなっている
BASIC5000_3861 そのためゆうじょうやきずなをけんおしている
BASIC5000_3862 せかいをしゅちゅうにおさめるためにせんししたかっこくのへいしたちでこうせいされている
BASIC5000_3863 そしてぞぬだとのたたかいがおわったちょくごごうきゅうする
BASIC5000_3864 とうじょうするきわはものがたりがいちじていししがめんのなかのどこかからとびらをひらけてとうじょうしとびらをつくるときはちぇんそのようなものでひらけることがある
BASIC5000_3865 さくひんちゅうではまだようからだであったがのちにせいちょうしとりのようなつばさをはやすことがかのうになった
BASIC5000_3866 このめんのひんしつはたかくこうきゅうふとんなどにしようされている
BASIC5000_3867 にゅうわなるっくすにもかかわらずしゅうとうなけいさんによりわらいをうみだしていくきげきはいゆう
BASIC5000_3868 いじょうのようなさいがあることからじょうぶんうえでさだめられているけんりこうしのきかんせいげんがしょうめつじこうをさだめたものかじょせききかんをさだめたものかはんだんするひつようがある
BASIC5000_3869 たたかいかたはだんすのようにけいやかだがしゅうへんひがいにはまったくのむとんちゃくであらっぽい
BASIC5000_3870 このいだいなうんめいというべきゆめのきわみにいたるときあたらしいじだいがはじまっているだろう
BASIC5000_3871 さくるのかつどうないようかつどうじゃんるまたははんぷものをげんていしたもの
BASIC5000_3872 せがひくいくさもあればややたちあがるものもあるがそうじてべんけいそうかのなかではちいさめでさかんにえだわかれしてよくふえる
BASIC5000_3873 ししゃにかんしてはでんとうてきにいんれみずうみにしずめるというすいそうがいっぱんてきであったがきんねんではりくじょうへのまいそうもぞうかしている
BASIC5000_3874 きどうせいはひくいがじゅうそうかぶととはいぱわでかなをくちくする
BASIC5000_3875 へいやのぶんるいとしてはこれはてんけいてきなちゅうせきへいやでありさかわがわがへいやのけいせいにおおきくきよしている
BASIC5000_3876 かんとくとしてのやくわりをじぇいくにゆだねる
BASIC5000_3877 だがこころとうらはらにりんにたいしていつもちかづくどにつきはなすというあいじょうひょうげんしかできない
BASIC5000_3878 いまわしいものとしてはきされたはずのしょうかんへいきにかいぞうをくわえるなどじょうきをいっしたてんさい
BASIC5000_3879 このきわじはかがみもじにはせずげんぽんそのままのむきでほる
BASIC5000_3880 おおくはくじらのはかやかいみょうをつけたりなどしているがくじらのかこちょうをしょうさいにきじゅつしているてらなどがある
BASIC5000_3881 しょうだいみょうつめしゅうちゃくしおおばんあたましょいんばんとうこしょうくみばんとうなどがとじょうのさいのつめしょである
BASIC5000_3882 ぶししゅっしんのばあいはしゅくんのめんじょうをうけたこくへわたるばあいにはぶぎょうところへのとどけでがひつようでまちぶぎょうところのかたきうちちょうにきさいされとうほんをうけとる
BASIC5000_3883 こちらはむせんでんわのおんせいをじゅしんできぜんたいしょうしゃにめいれいのいっせいでんたつがまたきいているであろうとくていのあいてをなざしすることでかんたんなでんごんができる
BASIC5000_3884 きょうそうせいせきやじゅしょうれきにきょうつうこうのあるきょうそうばによるしんぼくだんたいがいくつもとうじょうする
BASIC5000_3885 えぞにこもるきゅうばくふぐんにたいするこうげきのしきをとる
BASIC5000_3886 ゆいぶつろんやきかいろんをむしんろんとみなすものもいるがこれらのりろんはれいこんやぶっしつせかいへのちょうえつてきなちからのかいにゅうをひていしているのであってかならずしもかみのそんざいをひていしない
BASIC5000_3887 あくめいたかいがそれでもかのじょにみつぐものはたえない
BASIC5000_3888 にくいあいてとはいえいっぺんのまよいもなくありあをきりころしたたつみをきにいったれおねはかれをないとれいどのあじとにごういんにつれかえる
BASIC5000_3889 みなはきょうたんしどどんおうはよろこんでなんでものぞみをかなえようとほしうらないしにやくそくする
BASIC5000_3890 そののうりょくとはばひろいちしきによりぷりんぷりんいちぎょうのききをたびたびすくう
BASIC5000_3891 はくようきかんとしてのげんしりょくはいかのようにかずおおくのりてんとけってんをあわせもつ
BASIC5000_3892 つくばさんとうほうのみねにょたいやまをのぼるろぷうぇいでつつじおかえきはつくばすかいらいんのしゅうてんちかくにょたいやまえきはにょたいやまさんちょうちかくにある
BASIC5000_3893 えいようせいぶんはくずこによるたんすいかぶつとさとうのとうぶんがほとんどである
BASIC5000_3894 げんざいはかめのかめきちといっしょにあぱとにすんでいる
BASIC5000_3895 しんぼうをへだてるしんぼうちゅうかくがけっそんしているのでたんらくがおこる
BASIC5000_3896 かこにうきちにしょうぶをいどみかのじょとひきわけたかずすくないとうしのひとりでもある
BASIC5000_3897 そのためどいつこくぼうぐんのようなしゅうだんきょうれんではなくこじんのにくたいたんれんをもくてきとしたすぽつくんれんをじゅうしした
BASIC5000_3898 いほうかいぞうやきょうかつをおおっぴらにいっている
BASIC5000_3899 ただしそのやさしさのうらにはせいさんなじじょうをだえている
BASIC5000_3900 そのさいごまでしじょうにとらわれずすべてのものがびょうどうにかたらうしゃかいのじつげんをのぞんでいた
BASIC5000_3901 どうはしのかけかえによりあまがさきしないのかどうはしはひがしこうすはしのみとなった
BASIC5000_3902 みずからせをそるようにしてわきにだえたくびのけいどうみゃくをあっぱくする
BASIC5000_3903 ここででんりょくかいろにだいひょうされるせいげんはこうりゅうかいろにかぎったうえでぐたいてきにゆうこうでんりょくをさんしゅつすることとする
BASIC5000_3904 さいけんじょうとにおけるいぎなきしょうだくなど
BASIC5000_3905 たいせんしたむすからはつぶすにはおしいとひょうされりんぜいはそのことをわなにりようした
BASIC5000_3906 いっぽうでこうちをじゅんすかんがいようにもちいられたうんがもきづかれた
BASIC5000_3907 またおおくのきょういんがしゅうしやはかせのがくいをもっているがじつむかをすえるさいにはがくしのがくいやこうこうそつのばあいがある
BASIC5000_3908 そのちからによるきょうふとあやしいみりょくでじゅしんをめつぼうさせたちょうほんにんでありながらじゅつつしのいしんをぶかにだえている
BASIC5000_3909 ことばがつうじないきおくそうしつのしょうじょ
BASIC5000_3910 にんのぼにゅうやぎゅうにゅうなどにもふくまれるがとくにさめのかんぞうにもっともおおくふくまれる
BASIC5000_3911 またこのときげんえきじだいとそんしょくないかじばのくそちからでほのおのらんたんをはげしくもえあがらせている
BASIC5000_3912 ぞうりをはくときはたたみおもてのものをはく
BASIC5000_3913 けいきじゅんかんのなかでりじゅんりつはじょうげするがけいきのかこうきょくめんでりじゅんりつがていかすることはりじゅんりつのけいこうてきていかのほうそくではない
BASIC5000_3914 まさかずはしっぱいもおおめにみることからしごとになれるためにしんじんへんしゅうしゃをたんとうにつけることがおおいらしい
BASIC5000_3915 こふんじだいちゅうきにちくぞうされたとかんがえられる
BASIC5000_3916 あらゆるしょくぶつはてつけつぼうのえいきょうをうける
BASIC5000_3917 えんもくによってはぶたいのしょくをそえるわきやくてきなものではなくだいむうがひつようふかけつである
BASIC5000_3918 しずかなこはんをうたいながらあらわれるのがとくちょう
BASIC5000_3919 ひひょうかたちはこるせっとはじょせいのからだやじゅみょうをちぢめるとつよくしゅちょうした
BASIC5000_3920 しかしからださがしがじぶんのおもいとうりにいかずあくせんくとうするうちおのれをかえりみるようになってたいどをあらためほかのめんばとゆうじょうでむすばれていく
BASIC5000_3921 えんむすびのかみのたんまつでもてけいたいをてにしたものをしゅとみさだめれんあいじょうじゅのさぽとをする
BASIC5000_3922 ぶぞくせいをとるせんひにとってとうといちすじとはかくぶぞくのぞくちょうきゅうのものたちでありまたせんらんのなかでぐんこうをあげたこうしんたちであった
BASIC5000_3923 いらいにんのてがみのないようがたんてきにまとめらればんぐみのだいにそくしたようしがあなうんさによってたんたんとよくようなくよみあげられた
BASIC5000_3924 ぜんじゅつしたようにはなえびすちつじょではちゅうごくおうちょうからさつふうからうけあるいはあさみつぐをおこなうことでしゅうへんしょこくはそうしゅこくはんぞっこくのかんけいとなった
BASIC5000_3925 われわれはさぎぎまんをめのてきとされるこくおうへいかのしたにいきているのです
BASIC5000_3926 のちにあにきとぶっかがいどうできるはんいをひろめる
BASIC5000_3927 こまっているにんにはてをさしのべるこころのやさしいじんぶつ
BASIC5000_3928 ぽりけとんけいじゅしはしぼうぞくぽりけとんのほかほうこうぞくぽりえてるけとんなどしゅさにけとんもとをふくむぽりまぜんぱんをさす
BASIC5000_3929 またこうげきされるとぶんしんをのこしてわぷでにげる
BASIC5000_3930 ないふやだつをもつとたとえおもちゃであってもぶきみにほほえむ
BASIC5000_3931 おすしょうほのかたちやかほうのとくちょうなどをみればくべつできる
BASIC5000_3932 ものごしはやわらかいがときおりそのひとみにつめたいひかりをやどすじんぶつ
BASIC5000_3933 みなみせいのへいしをきょうりにかえしせんししゃをとむらうようじょうそうしてききいれられた
BASIC5000_3934 そのときばいよんじいんのかがやくあおぞらにせっしたいただきからじぶんをよぶわかわかしいこえをみみにした
BASIC5000_3935 それがゆえにもんばつきぞくたちのかんではへんじんあつかいされていた
BASIC5000_3936 ぜろをまえにしてかおをあからめるなどかれにこういをもっているかのいちめんもみられる
BASIC5000_3937 しんだへいしをかつぐおとこおんなはおとこのてからちらばったえはがきをすべてひろいふたりのしょうねんにわたす
BASIC5000_3938 じょくめるためまたこうふんやこんらんをつつしめるこうかをみこんでおこなう
BASIC5000_3939 けいるいえんじゃがたすうにのぼるためかきにはしんぞくのはんいにがいとうするちょめいじんのみしめいをきさいした
BASIC5000_3940 だんちょうののやまじんぺいたをちゅうしんにおもにろうじんでそしきされている
BASIC5000_3941 じゅんいわくますゆきすけにとってはこころのし
BASIC5000_3942 じゅうじぐんうんどうにさんかしたひとびとはゆだやにんといすらむきょうとはみなきりすとのてきであるといいてきはきりすときょうにかいしゅうさせるかつるぎをとってたたかうかしなければならないとうったえた
BASIC5000_3943 すみいえはそのてんけいでありはくあいしゅぎやひせんをとなえるとどうじにそのりそうのじっせんのためのぼうぎょせんのぷろふぇっしょなるしゅうだんでもあった
BASIC5000_3944 れおなとはたなあげになっていたえろとくらうでぃおのけっこんをいわうためにかめんぶとうかいをかいさいする
BASIC5000_3945 きんぐんちほうぐんじじゅうまんのこうげきじにやせんをつづけるくんたいらぐんのためにひっしでひょうろうをあつめるがそうぐんのこうげきをうけふしょうらくなごのきゅうえんをうけるもいきをひきとる
BASIC5000_3946 さうろんはえれぎおんをせめこれをほろぼしどわふのななつのゆびわとにんげんのここのつのゆびわをてにいれたがえるふのみつのゆびわはかれからかくされたままだった
BASIC5000_3947 だいにぶからだいさんぶにかけてきないぜんいきをしゅちゅうにおさめておだけのひっとうぶたいであったがとつじょむほん
BASIC5000_3948 なおとうしょけいかくではおのうらえきがとなりえきとしてかいせつされるよていであったがちゅうしとなっている
BASIC5000_3949 からのしょうやくにもとづいてさくせいされた
BASIC5000_3950 しゅようなのうぎょうせいさんぶつはかんがいのうぎょうによるめんかあさのほかこくもつめろんひょうたんかんきつるいなどである
BASIC5000_3951 ここでだとほこさきをむけはつだととなるぎゃらくしすてくすにしゅっそう
BASIC5000_3952 みずからのゆえつのためだけにとりこをごうもんするなどひじょうにじゃあくなせいしつのもちぬし
BASIC5000_3953 さんかしゃのしゅっしんちのためにちゅうごくごばんうぃきぺでぃあでのいちばんのぎろんのてきはろくしてんあんもんじけんたいわんどくりつうんどうほうわこうなどにかんするこうもくである
BASIC5000_3954 じっさいにがめんやかみにしゅつりょくするさいにはかいぞうどにあわせてびっとまっぷじょうにぬりつぶすらすたらいずがひつようになる
BASIC5000_3955 ほんしょうぎではきょうしゃにおけるかくげんにつぎのようなものがある
BASIC5000_3956 げんたんせいさくのえいきょうもありのうきょうとしてのしゅりょくののうさんぶつをこめとしていないのがとくしょく
BASIC5000_3957 それゆえかじしんのみぎうでをへんしつてきなまでにいとしかたりかけるきくせがある
BASIC5000_3958 ぐひめはつるぎをもってまうがすでにしゅういはひにかこまれておりかのじょはわかれよりもしをえらびじがいする
BASIC5000_3959 のうこうそくとしんだんされいちじきとくじょうたいだったがきせきてきにもちなおす
BASIC5000_3960 そのりょうしのはははやまにいりたきぎやこのみをとりりょうしはしかをかるためにやまにいっった
BASIC5000_3961 めぐまれないしゅつじであるにもかかわらずうまれたことにかんしゃするこころのきよいじんぶつである
BASIC5000_3962 にんげんかいではまりなのいえにいそうろうしていた
BASIC5000_3963 きんぞくばんにうずじょうにしょうじるものをうずでんりゅうという
BASIC5000_3964 よそうがいのことにぼうぜんとするくろゆみののどにざんきくのなげたかたながささりうごけなくなったくろゆみはやねからおちてしまう
BASIC5000_3965 すべてのしりずのぶっくかばにはとうじのにんきじょせいあいどるかしゅによるすいせんぶんがけいさいされた
BASIC5000_3966 ここはさうろんのおうこくのしんぞうぶというべきものでありかのむかしにちのちからのげんでもある
BASIC5000_3967 そしてかんだいのしせんしょうまさあんけんたかいはかけつではますのじょうにひじきをかくにんすることができる
BASIC5000_3968 いっぱんにせぞくしゅぎてきでこじんしゅぎてきでごうりしゅぎてきなけいこうをもつ
BASIC5000_3969 つりがしゅみのようでかくちでつりいとをたらすすがたがもくげきされている
BASIC5000_3970 ふくぶがかいへいしてこものをしゅうのうかのう
BASIC5000_3971 のうぎょうはすいとうのほかにくぎゅうにゅうぎゅうやさいはななど
BASIC5000_3972 しゅくいえそうとのたたかいではてきのおんなけんしこさんむすめとのいちきうちでくせんするおうおおとりをじょたちしはをまじえるがけっちゃくがつくまえにみかたのはたいろがわるくなりたいきゃくした
BASIC5000_3973 おそるべきてきであるがおんがくにうっとりとするみちにまよってこごえるにくのいっったすぷによろこぶなどのにんげんみあるしんもびょうしゃされている
BASIC5000_3974 かつてろばんのちちたんでぃりゅすをれんぼしたがかれがにんげんのじょせいとこうさいこどもをもうけることでいっかにしんらつにせっする
BASIC5000_3975 しょりごはべつのかいこかごにかいこをのせたあみをうつしふんたべかすがつもったかごをそうじする
BASIC5000_3976 ればをひきあげおせんをはんとけいまわりにねじみぞがないばしょまでかいてんさせてろっくをかいじょする
BASIC5000_3977 またしゅじんたちのこえとまじわるとさらにこうげきのうりょくをあげることができる
BASIC5000_3978 そのままじょうしゃがわのとびらをしめじょうむくのかかりいんがこうしゃがわのとびらをしめたのをかくにんしでんれいをならす
BASIC5000_3979 ゆとぴあかいろうにつながるはしをかけるけんげんをもつがせかいとしょかんにはいることはできない
BASIC5000_3980 そのほかいかのきょうそうばのめいがあがる
BASIC5000_3981 むつのえりあにわかれておりそのうちいつつはそれぞれごだいめいやくのえいきょうかにある
BASIC5000_3982 さぬきくにしゅごしょくをつとめておりこのしゅごしょくはたからおさむかっせんですいぼうしたみうらしをじょうとされたものだという
BASIC5000_3983 りょうてにこうつめをそうびしておりそのつめでかなをきりさくことをかいかんとしているかいらくさつじんき
BASIC5000_3984 とれにんぐとしてのこうかはきたいできずむしろかんせつやきんにくをいためるすぽつしょうがいをひきおこすかのうせいがたかい
BASIC5000_3985 またりこてきなりゆうであにえるをころしたきょうかいのやりほうにかんぜんにぜつぼうしうりえるやじぶんじしんにつきしたがうそうりょとおるをひきつれてきょうかいをしゅつほんした
BASIC5000_3986 しゅくせいかいやうんどうぶのぼうきょでしいたげられるせいとたち
BASIC5000_3987 あとしたのほうにあるぐらいだはみぎのしゃとるがつくったがいまだひだりのしゃとるがかんせいしていないためにかんしょうしないはちのすをはかいするためにある
BASIC5000_3988 しかしいのちおものまりょくこかつはきょじんのせいしにかかわるためいのちしゅはまりょくのむだづかいをきょくりょくさけひききわもみきわめるのうりょくがもとめられる
BASIC5000_3989 だからこそかれらにこうだいなりょうどとおおくのほうきゅうをあたえてたかいくらいにつけるかちがあります
BASIC5000_3990 まぱっちをにくむえんじぇるがぶきのいちぶをはんせいふげりらにわたしたことがせいふぐんにもれていたのだ
BASIC5000_3991 なおここにきじゅつされていないないようにかんしてはにいがたしなどのきじをさんしょう
BASIC5000_3992 のたにはかせのへんそうときとほんぺんとうじょうじのかみがたとまゆげのけいじょうがことなる
BASIC5000_3993 またくずのつるはながいことからきりとったつるがかんそうしてかたくなるまえにあむことでかごなどのせいかつようひんをつくることができる
BASIC5000_3994 ほむからせんろにむかってつきだしたやねのむこうがわにしせんをさえぎるかべはなくおふぃしゃるほてるをながめることができる
BASIC5000_3995 あいけんいえさんのあいさいかなどのかいしゃくはだきょうやこんきょをもとにしたすいそくやこもんせんすにもとづくぶんしょうひょうげんだとおもいます
BASIC5000_3996 またしあいのしんこうをえんかつにしじつりょくをじゅうぶんにはっきさせるためにじょうないそとのきていをだんりょくてきにうんようする
BASIC5000_3997 りましょうこうぐんはすとっくほるむしょうこうぐんとはぎゃくにかんきんものがひかんきんものにしんきんかんをもってこうげきてきたいどがやわらぐげんしょうのこと
BASIC5000_3998 ぜにすではしんりりょうほうさむらいとしてせいしんかのへいさびょうとうでかいがりょうほうをおこなう
BASIC5000_3999 かつてはしんゆうばりたんこうなどのたんこうじゅうたくがいであったがげんざいはしえいじゅうたくがたつ
BASIC5000_4000 とくになっとうのばあいはちょうどてんとうでなっとうきんがにまめをなっとうにかえるころあいになるようゆそうじかんからぎゃくさんしてしゅっかしていた
BASIC5000_4001 げんざいあるいりょうぎじゅつけいはおもにさいたまいかだいがくたんきだいがくやかながわしかだいがくたんきだいがくぶなどがある
BASIC5000_4002 でぃもんはかせなきのちのでぃもんほしのけんりはじぶんにゆずられるべきだとかんがえろっくからけんりをうばおうとする
BASIC5000_4003 せいぞうほうほうはみずあめのこうそとうかほうとにておりふるくははつがげんまいなかのとうかこうそをもちいていたのがのちによりこうりつのよいおおむぎばくががりようされるようになったのもみずあめとどうようである
BASIC5000_4004 かのじゅもんによりまきこまれたらかともどもぐちゃぐちゃになりしぼうした
BASIC5000_4005 ぎあにであるえりゅあどにこういをよせている
BASIC5000_4006 これをつけているにんげんははげしいせきりょうかんにおそわれる
BASIC5000_4007 よくちょういちぎょうはろうぼくがきりたおされているのをはっけんした
BASIC5000_4008 げんざいせっしょうのみがそんぞくをみとめられてんのうのこうむをだいこうするやくめとしてこうたいしなどこうぞくのみがにんぜられるしょくとしてこうしつてんぱんにさだめられている
BASIC5000_4009 このばあいはいっぱんてきなまるがたのつめようじではなくじゅひつきでかくがたのだいふりなようじがもちいられることがおおい
BASIC5000_4010 はんしょくされたこたいがはんばいされていることがおおくはんしょくされたこたいのほうがいっぱんてきにやすい
BASIC5000_4011 はなのかたちもたいらにひろがるものからほそながいつつじょうになるものまでへんいにとむ
BASIC5000_4012 ぶきはりょうこぶしにはめたなっくるでぼくさつしたさつじんきたちのおんりょうがやどっている
BASIC5000_4013 しごやくひゃくねんのちにしゅうどういんのはしらにらくらいしざんがいからちょさくがはっけんされたという
BASIC5000_4014 ややじゆうほんぽうとしきょうちょうせいにかけるめんをもつ
BASIC5000_4015 てんめいねんかんにとうじじゅういちとうあったていたくがしょうしつほとんどのぶんけんはしょうしつしたがしゃでんきのうつしはかさいからまぬかれた
BASIC5000_4016 わがくにたみのせいぞんをかけたこのたたかいはていこくりょうないのすべてのしげんをてっていてきりようすることによってわがてきのせんとうりょくをよわめふたたびにくはくしゅっけつをきょうようしている
BASIC5000_4017 とうさつはふだんのりようしゃにはみえないいちにとりつけられるためとしつきかへつとしばしばそんざいがわすれられてしまう
BASIC5000_4018 へいしのおとしたつるぎをてにとったしゅじんこうはどらごんにたたかいをいどむもそのあっとうてきつよさにはまったくはがたたずそのつめをしんぞうにつきたてられる
BASIC5000_4019 ひとりでほんをよんでいることなどがおおくほらのぐるぷとかかわるまではこうゆうかんけいもすくなかった
BASIC5000_4020 けっこんごいっしをさずかるもこうつうじこによりしぼう
BASIC5000_4021 らいひんによってはふりすろをなげるばあいもある
BASIC5000_4022 とうどがたかくあじがのうこうでくらはししまのとくさんとなってきょうにいたっている
BASIC5000_4023 ごおんとかんおんにゅうこえなどじおんにかんするきほんてきなたんごをかいせつする
BASIC5000_4024 こうあつでんりゅうえねるぎをきょくちょうたんぱにへんかんしそこからはっせいするびしんどうでがんせきをくだく
BASIC5000_4025 いっぱんてきにこうもくめいはかんじでありかいしょである
BASIC5000_4026 そしきがくてきにはさいぼうぶんかどがたかくはいさいぼうようのねんえきさんなまさいぼうとへんぺいじょうひさいぼうがいずれもめいりょうかつたすうみとめられともにのうほうこうやせんこうのけいせいがめだつ
BASIC5000_4027 つうじょうかんそうしたきたいとしてちっそがもちいられる
BASIC5000_4028 たんさいぼうでうんどうせいがなくしゅういのえいようをきゅうしゅうしてぞうしょくするものはこうぼとみなされることがある
BASIC5000_4029 またしょうじゅんとちゅうでひきがねのてをゆるめるとつねにあがるようにばねしかけになっているためひはさみがじょうにもどる
BASIC5000_4030 にんげんとしてはこじんだがてんかいでときあまてんにつかえている
BASIC5000_4031 とくになつはあっかんでうつくしいみどりのきぎでしゅいろのしゃどのがはえる
BASIC5000_4032 ひよくなとちにそんざいすることがおおくりゅうぞくのぐんせいちとおもなるためつうじょうはちかづけない
BASIC5000_4033 このようすをみてつるぎはよつゆとのとりひきにじょうった
BASIC5000_4034 うぃんだみあきょうがふじんたちのかくれているばしょをはっけんしようとしていたそのしゅんかんありんふじんがうぃんだみあきょうふじんのみかわりとなってすがたをあらわす
BASIC5000_4035 れいせいがかたよるとつねにゆうがたやよるになったりさんがくちたいやかんそうちたいといったしぜんがへんかをとげる
BASIC5000_4036 ひなんをしゅうそくするためにおこしたのがひのえとらきょうごくである
BASIC5000_4037 こうかのしゅるいをげんていすることのりてんとしてじゅうりょうのあるこうかのばあいちょきんばこごとじゅうりょうをはかることであるていどのちょきんきんがくをしることができる
BASIC5000_4038 こまざわだいがくさんかのだんじょともがくこうこうでせっちしゃはがっこうほうじんこまざわだいがく
BASIC5000_4039 ぺっとのしいくにおいてことりのばあいはとりかごのなかにことりがあんしんしてゆっくりやすめるようすばこをもうけるばあいがある
BASIC5000_4040 しかしこんたのふじつによりゆうざいとなりとうごくされてしぼうした
BASIC5000_4041 がめんのじょうたんかみぎはしでそのほうこうにればをいれたままばくだんをなげるとはねかえったばくだんはじぶんにあたらずにのちへとんでいく
BASIC5000_4042 つねにえがおをたやすことがないがきょうふやによりかおはんぶんとみぎうでがぎしとなっている
BASIC5000_4043 そのこうせきをたたえられとらちよのがわでつかえるようになった
BASIC5000_4044 じょうじはすうにんのかろうのごうぎせいによってたいこうがけっていされた
BASIC5000_4045 のうぎょうではいねまめるいしょるいをおおくさんする
BASIC5000_4046 たんれんをつづければかんぜんにけはいがけせることがかのう
BASIC5000_4047 こしょうはぶつりてきにしゅくんにもっともちかいいちでほうこうしそのけいごとすうきにあずかったためこしょうににんじられたものはしんぞくをふくむたけとのこうさいをきんしするはんもあった
BASIC5000_4048 ぷれすにたいしてもすぺしゃるすてじすたとのちのこすおうだんきんしやきせいてぷないのみのしゅざいかつどうなどがげんめいされのちにぶつぎをかもすことになった
BASIC5000_4049 てくにっくでせめるというすたいるではなくぱんちをひたすらぶんぶんふりまわすふぁいとすたいるをもつ
BASIC5000_4050 あおもりしたつなみかんしょうがっこうあおもりしりついずみかわしょうがっこうとれんけいしたきょういくかていけんきゅうのしていこうとなっている
BASIC5000_4051 すでにがくもんはひととおりおえてしまったらしくりょうのかわりにしょうれいをかいせつしてにんをさとすこととはつめいがとくい
BASIC5000_4052 いっぱんにはつとむおこのさいにどきょうやしんごんをよみまちがえたりざつねんやじゃねんがしょうじたさいのゆるしをこうためにとなえられる
BASIC5000_4053 いんぱらにたとえられるそうしょくけいだんしだがゆうじんのいのちをすくうためにいのちをかけることができるゆうきとくっきょうなおとこたちのぼうりょくからじょせいをおのれのみをたてにしてまもることができるこんじょうをもっている
BASIC5000_4054 こうくはくらよしいちりつせいとくしょうがっこうくらよしいちりつなだてしょうがっこうくらよしいちりつうえなだしょうがっこうのぜんいきくらよしいちりつしゃしょうがっこうのいちぶとなっている
BASIC5000_4055 はいくのほかにもゆたかなぶんがくてききょうようにうらうちされたずいひつしょうせつじょせいはいじんけんきゅうなどものこしておりこれらもしごにちょうじょによってかんこうされている
BASIC5000_4056 ぼうじゃくぶじんさではろどますたのうえをいく
BASIC5000_4057 そのめいのとうりあおくろいしんたいにふんどそうをしたごほうぜんかみである
BASIC5000_4058 むさしのせんちょくつうれっしゃをけいようせんないでかいそくからかくえきていしゃにへんこうした
BASIC5000_4059 ておしすもうではあめりかだいひょうにせきはいはねつきではにほんだいひょうがあめりかだいひょうがおきてやぶりといえるすまっしゅをくりだすなどでくるしめられかんぱいしりとりはにほんだいひょうのかんしょう
BASIC5000_4060 このくつがえしようのないじじつがどんなにうつくしくてやさしそうにみえてもべすとらはしょせんはやみのしゅぞくだというかんねんをかれにうえつけた
BASIC5000_4061 いずれはにくたいがふはいしてくちるうんめいにありじがをもたないばけものとしてぜっとにしえきされていた
BASIC5000_4062 ちなみにそうぞうりょくのゆたかなあくまはゆにくなせかいをつくることもあるがたいていのあくまはにんげんかいのしんわをもとにしたせかいをつくる
